,actual
123974,1129.0
134327,3173.0
59829,2977.0
36511,2071.0
62999,2031.0
27331,2390.0
35079,929.0
89058,887.0
1092,2121.0
121122,1811.0
128534,2518.0
8939,635.0
44330,1002.0
18743,1976.0
40351,3910.0
82204,1732.0
79772,3207.0
155879,1621.0
55393,2238.0
3515,3285.0
4339,1553.0
106392,973.0
22749,1112.0
82882,1275.0
29611,4448.0
5750,3109.0
66791,1420.0
154165,1412.0
88869,2483.0
100412,2830.0
59862,563.0
146029,389.0
135055,513.0
12367,1653.0
135242,1138.0
56643,1865.0
117774,5778.0
72039,2209.0
118996,3773.0
108820,3194.0
32566,1570.0
14947,3297.0
55113,1274.0
150446,1907.0
39646,1925.0
32971,4163.0
7878,1558.0
142790,2857.0
10489,2203.0
139424,2576.0
139720,1138.0
42794,2599.0
16084,1564.0
78120,3323.0
89829,4189.0
118739,3325.0
134322,1966.0
134716,1621.0
33635,2045.0
116577,1913.0
57863,2960.0
155507,2275.0
156177,900.0
42812,2290.0
38069,2289.0
133965,3655.0
18639,1565.0
38065,1651.0
124412,796.0
154409,2463.0
23172,1633.0
147260,1530.0
108983,935.0
124244,3130.0
51958,545.0
84946,2353.0
35495,2822.0
147399,1061.0
150766,891.0
33301,4055.0
110035,1585.0
4989,2563.0
110731,1336.0
88616,1620.0
129715,1035.0
64199,2162.0
11419,2185.0
68276,1868.0
82353,1654.0
147312,1267.0
141839,1345.0
52689,517.0
39463,3066.0
84502,2393.0
96409,1416.0
136234,1856.0
55253,1640.0
27909,1640.0
35898,924.0
127363,2026.0
32572,2024.0
145533,3131.0
106979,1008.0
72185,774.0
115097,671.0
156387,1892.0
19871,2288.0
124873,2307.0
7805,1359.0
58207,975.0
122956,1834.0
123943,983.0
148128,1296.0
148394,1633.0
42908,2494.0
142142,2436.0
113004,2591.0
146074,2028.0
152016,2080.0
59289,2473.0
121884,3071.0
2044,3965.0
112186,1715.0
103885,2778.0
44343,3033.0
146618,1474.0
100664,1609.0
24091,567.0
51890,1243.0
150095,1679.0
52830,1397.0
15170,3386.0
121071,1741.0
20428,1330.0
141872,963.0
128467,1943.0
66284,1094.0
143346,1035.0
28490,3727.0
80994,2311.0
89576,1518.0
14411,2348.0
101914,1292.0
85450,3580.0
25200,2726.0
23421,1592.0
73813,1399.0
55972,3225.0
60159,2767.0
22194,1376.0
64244,2783.0
64694,1533.0
118874,2669.0
28850,261.0
52389,2093.0
113405,1378.0
116596,1903.0
123255,831.0
76309,584.0
58769,1904.0
41066,2185.0
6108,2249.0
108863,2032.0
32301,1372.0
111988,1295.0
104114,1893.0
143542,3063.0
113859,1985.0
35547,2707.0
125197,2118.0
93824,1482.0
114545,1930.0
42217,1399.0
75177,1254.0
130841,1108.0
89601,1108.0
78798,859.0
146941,863.0
33484,3517.0
55710,2541.0
58120,3336.0
133570,586.0
102306,1154.0
21742,1466.0
100839,3711.0
94081,1914.0
18751,1012.0
53886,675.0
118929,3020.0
147601,1078.0
35736,1790.0
145397,21745.0
18694,1424.0
43981,3001.0
134893,873.0
9686,1885.0
145722,2717.0
137831,688.0
77711,947.0
140840,1217.0
42171,1316.0
27118,1463.0
25231,1301.0
85937,2384.0
126379,1804.0
126642,1027.0
135082,1323.0
28013,1450.0
54607,1676.0
117882,1087.0
70393,2866.0
123072,1667.0
23729,1496.0
134400,1500.0
69772,595.0
120771,1953.0
118714,2525.0
134836,2827.0
31574,2356.0
92100,2603.0
106632,1394.0
60884,910.0
14186,3568.0
72908,767.0
113323,4037.0
69580,2064.0
48115,2237.0
116627,1319.0
63535,1528.0
146304,1479.0
145554,1631.0
123012,2670.0
99066,2580.0
133829,2494.0
13298,3088.0
89839,1863.0
154187,425.0
143852,1478.0
59459,2029.0
98236,380.0
117743,2087.0
134821,1132.0
64449,1807.0
139555,2326.0
45799,977.0
41127,2108.0
7590,680.0
34079,981.0
40749,2337.0
28546,1970.0
70150,4385.0
52104,831.0
35161,1901.0
137972,1736.0
84924,1351.0
93935,1346.0
83553,2182.0
49177,2166.0
20329,2013.0
77146,908.0
16777,1106.0
125488,485.0
129349,1671.0
153661,2986.0
72162,906.0
44912,2283.0
12759,2122.0
141757,794.0
16434,2792.0
125880,1058.0
109478,1692.0
2925,1635.0
106823,1408.0
79916,1962.0
48666,2671.0
20225,2744.0
56120,2183.0
145191,1853.0
138838,1972.0
41459,2552.0
115658,1777.0
41503,1022.0
22232,1544.0
106438,759.0
4804,1786.0
95510,1100.0
12211,1852.0
66910,1574.0
53023,2344.0
51583,1845.0
14246,1097.0
70578,2655.0
52338,1942.0
37021,1065.0
87984,1188.0
135343,1502.0
147815,3921.0
75823,1665.0
6923,1378.0
65046,2413.0
16224,3954.0
95111,1167.0
109059,2308.0
51794,1809.0
43530,757.0
100687,1539.0
111570,1901.0
122027,4015.0
131340,2025.0
19903,2884.0
143643,1206.0
68143,3824.0
88004,766.0
87170,889.0
75500,969.0
57010,2055.0
95176,576.0
11445,4624.0
21228,850.0
85434,450.0
114572,917.0
79138,1070.0
136798,794.0
28441,2340.0
32904,2249.0
60868,3151.0
107834,1333.0
40082,1459.0
50809,2238.0
8958,2545.0
52215,2077.0
125047,1233.0
82426,914.0
140972,1183.0
153976,2713.0
25324,1385.0
5668,3961.0
56160,2174.0
10497,2703.0
148609,1964.0
52904,2231.0
32938,1787.0
114385,1941.0
3990,4431.0
63471,2516.0
66292,3270.0
135928,5255.0
7367,918.0
13472,1859.0
49542,1380.0
151654,2271.0
127020,2400.0
83162,1087.0
140597,2535.0
85702,3945.0
111889,1778.0
44507,3606.0
68002,1263.0
7673,1803.0
34011,2074.0
6090,2185.0
133168,2311.0
105601,2085.0
98471,1247.0
23203,1202.0
12143,2016.0
25195,2107.0
21714,1472.0
108538,1124.0
142569,1507.0
142183,3829.0
146613,996.0
17020,1039.0
153166,694.0
15866,1116.0
31832,3802.0
49961,5980.0
76727,1652.0
48067,2972.0
103219,374.0
117894,2561.0
43504,1265.0
156577,1691.0
100525,1690.0
34657,1255.0
49337,3577.0
100192,1474.0
94381,506.0
55854,1440.0
125747,3545.0
83221,966.0
139091,1122.0
94053,1537.0
126211,2284.0
38418,3022.0
134267,1638.0
30074,4546.0
122781,1548.0
1158,1619.0
39870,529.0
17811,1706.0
10400,2391.0
62038,1157.0
23766,608.0
898,484.0
133135,1518.0
148528,3930.0
79581,4153.0
103061,1133.0
34260,2417.0
12296,1971.0
134228,2159.0
124176,1609.0
127441,1242.0
77191,1461.0
66483,1841.0
51470,1459.0
39984,1083.0
156182,2031.0
47045,2002.0
106096,1979.0
6697,690.0
143004,2929.0
12819,2419.0
69831,2011.0
62761,3037.0
52075,3350.0
98739,1415.0
56928,1842.0
131311,1196.0
145024,826.0
78734,1867.0
101456,2232.0
31179,993.0
73951,3171.0
8627,1755.0
17640,2042.0
101316,1519.0
145603,3014.0
22890,816.0
46523,3136.0
131323,1991.0
92517,2922.0
82886,1220.0
75224,2862.0
64533,2625.0
65590,855.0
43746,3421.0
84804,1865.0
115159,1190.0
38148,1376.0
83095,1772.0
22396,1171.0
106970,1532.0
141241,519.0
108468,1435.0
137766,495.0
53019,3225.0
155934,1633.0
148982,3069.0
44223,1483.0
147219,2049.0
132326,581.0
77918,2786.0
80250,1008.0
19294,2254.0
92251,2953.0
119772,1246.0
40031,2019.0
66423,429.0
21010,5783.0
59928,3408.0
91782,1513.0
13179,2117.0
111128,2164.0
55099,1492.0
130949,1516.0
140718,2255.0
18561,1780.0
16307,1863.0
34323,1595.0
91475,2699.0
36478,2721.0
90926,1250.0
47911,1774.0
6255,1622.0
126350,1732.0
109952,1937.0
6116,2215.0
109115,1439.0
48549,1833.0
134239,2204.0
54053,668.0
139085,4308.0
125450,1252.0
68625,1372.0
78850,2785.0
136425,706.0
76690,1344.0
86864,705.0
65175,1419.0
28512,648.0
41654,2726.0
118102,1150.0
102999,2765.0
46599,1096.0
75811,1969.0
7044,1767.0
126399,2209.0
44422,3764.0
9214,2012.0
20045,3278.0
24274,2267.0
100724,1485.0
149547,2417.0
66505,692.0
154629,1119.0
31467,1097.0
32773,3718.0
83914,900.0
94466,2619.0
108401,1084.0
33944,2322.0
18738,1642.0
51647,2496.0
78554,1752.0
59844,810.0
142244,3196.0
122699,2480.0
76737,1407.0
82130,1210.0
78449,2012.0
11979,3198.0
123607,1761.0
154480,795.0
145513,2514.0
58584,3579.0
36316,2515.0
4940,1719.0
47473,2286.0
138253,1906.0
80363,2356.0
43157,1729.0
124579,2001.0
123444,2303.0
17507,2061.0
27156,1187.0
140960,1444.0
63573,2136.0
139074,803.0
68216,2417.0
97131,2439.0
149076,611.0
63333,1923.0
91496,650.0
139007,1304.0
97148,1520.0
84726,2374.0
106754,2109.0
155054,2703.0
76275,2168.0
140173,1454.0
81980,2483.0
151677,2153.0
71320,1547.0
149864,2960.0
86277,2629.0
102399,1989.0
148012,523.0
88437,928.0
110662,763.0
16281,1938.0
8041,3426.0
71319,1847.0
136030,1050.0
129792,2578.0
109388,2105.0
144000,2145.0
68990,3051.0
103488,1514.0
62196,1027.0
127477,1588.0
108585,1467.0
20327,2259.0
72430,3283.0
73570,1520.0
55096,4497.0
16476,869.0
117634,2307.0
63546,2844.0
71254,4023.0
77849,769.0
37432,2702.0
108548,778.0
120328,876.0
127226,2395.0
13512,1218.0
100567,1964.0
121483,4779.0
121517,2367.0
29741,1983.0
16200,3312.0
25406,3065.0
92203,1264.0
155742,1527.0
134061,2559.0
8969,2272.0
80243,1493.0
137058,1595.0
13791,1560.0
144653,1435.0
83136,1233.0
57389,525.0
148156,1155.0
98438,1647.0
22188,879.0
54583,1109.0
46894,2512.0
28332,1855.0
148739,1713.0
140656,4081.0
54120,1687.0
5307,2823.0
63298,12423.0
25622,720.0
37546,1548.0
52692,2109.0
998,2463.0
127648,2369.0
32117,1240.0
43462,1757.0
48295,1375.0
41682,1088.0
24980,459.0
132312,1292.0
126751,1536.0
154651,1899.0
106757,1560.0
77297,1484.0
5039,4690.0
116356,886.0
83231,1347.0
156084,999.0
14242,3653.0
6232,3815.0
10407,2353.0
107802,1242.0
9,6979.0
12773,775.0
137324,1440.0
114186,2357.0
105139,1231.0
32647,960.0
147593,1648.0
16592,1706.0
57185,1923.0
62464,2209.0
50998,1302.0
35993,2343.0
120515,3271.0
40711,1535.0
389,1452.0
28572,1611.0
41828,1580.0
45655,1039.0
67922,997.0
113968,1588.0
118181,2184.0
101212,1674.0
111267,3787.0
147023,3446.0
153774,2055.0
135388,1063.0
89438,625.0
80286,1800.0
118602,869.0
32834,3340.0
129415,270.0
95986,1870.0
88218,1449.0
7965,552.0
95328,1648.0
78187,3359.0
116469,2332.0
51560,1291.0
147288,828.0
77201,1248.0
140370,1360.0
137639,1310.0
90424,2947.0
67687,2094.0
68813,482.0
18855,2408.0
107831,826.0
30116,2440.0
25285,2376.0
62461,3800.0
69761,1907.0
144028,2656.0
108760,1423.0
83838,1749.0
71088,1824.0
136198,1656.0
104012,1879.0
49082,1350.0
114715,1234.0
713,1686.0
87925,2116.0
111618,538.0
131659,6334.0
125946,1486.0
112849,2137.0
65473,3754.0
144696,441.0
86304,1534.0
86576,3536.0
14471,1484.0
40049,1716.0
8549,1566.0
80342,1252.0
10671,4910.0
45135,1226.0
23775,2068.0
63618,3936.0
48795,754.0
1637,945.0
130535,1303.0
59653,2431.0
138265,2772.0
32179,1494.0
22679,1156.0
72149,4745.0
121297,2578.0
134630,4663.0
126168,1074.0
10515,2264.0
142419,3237.0
92171,1713.0
127918,2011.0
64099,2875.0
91057,1536.0
38483,1026.0
31181,1916.0
5747,2336.0
69888,916.0
93113,2219.0
115258,2004.0
15828,1112.0
3838,1243.0
73827,1843.0
71964,2576.0
108052,1864.0
75048,2678.0
21878,1389.0
127180,1131.0
39390,3440.0
30260,1847.0
125256,1635.0
97037,1115.0
140375,3015.0
138874,1671.0
10479,1594.0
18383,1246.0
51269,2624.0
124648,1295.0
117417,3462.0
53453,878.0
53845,3059.0
21372,1971.0
144616,2063.0
84068,1104.0
147624,1230.0
31858,3454.0
19586,1791.0
13345,2392.0
3978,3205.0
91385,1211.0
2234,1752.0
41474,3058.0
114852,1468.0
93163,3670.0
59182,544.0
62341,533.0
124523,1156.0
125503,3278.0
111711,1438.0
15148,1347.0
136664,947.0
57732,864.0
137446,3404.0
110102,1917.0
105011,866.0
4785,2344.0
117433,1240.0
53695,1319.0
53192,4312.0
63090,1000.0
153323,860.0
44418,1336.0
151865,1791.0
49164,1805.0
56676,4001.0
78189,1665.0
126426,3017.0
38518,2370.0
141056,1936.0
48264,2082.0
58996,2178.0
117449,1904.0
132055,1549.0
118960,2648.0
18463,2274.0
26785,2093.0
16671,1554.0
75436,1543.0
42596,2497.0
134203,3927.0
90557,945.0
145416,2147.0
48889,789.0
138531,1404.0
135563,2512.0
30840,2764.0
113259,2956.0
121336,1698.0
2021,1155.0
73348,1377.0
94846,1799.0
4539,5132.0
99120,2334.0
144591,2897.0
148442,723.0
73915,1367.0
37356,1526.0
66454,3665.0
105228,1866.0
73957,1425.0
79741,4777.0
9828,2300.0
10005,1476.0
51877,1890.0
122412,1139.0
51076,2284.0
126826,1459.0
116172,2970.0
3077,1396.0
61761,1153.0
140777,840.0
120814,5052.0
56727,2040.0
55050,623.0
32781,1573.0
25133,3679.0
97569,2029.0
140474,2032.0
39113,3157.0
40246,1394.0
51506,2002.0
61533,1431.0
94247,1485.0
44357,3399.0
130109,2480.0
14104,2016.0
146617,1351.0
117474,1548.0
17253,3309.0
18492,1954.0
27249,1404.0
155324,1013.0
30730,1786.0
97878,1148.0
128936,4237.0
120051,3999.0
89253,1364.0
82639,2410.0
80801,2434.0
133144,3908.0
91606,2101.0
27840,2687.0
106559,2902.0
77693,735.0
80682,1222.0
138281,2415.0
147355,2421.0
139325,2485.0
82614,4084.0
25006,1970.0
120339,737.0
45119,1426.0
13872,2188.0
150424,2502.0
9825,2478.0
139723,806.0
29914,2848.0
121353,601.0
109575,1768.0
20711,2586.0
48618,1874.0
115033,3393.0
66013,1209.0
87349,764.0
78049,1889.0
131908,2639.0
133013,1820.0
46976,2081.0
53394,2362.0
115024,1233.0
60756,2324.0
108225,2540.0
86013,1532.0
103205,3309.0
53123,2093.0
77933,2352.0
34375,1306.0
132484,742.0
45972,765.0
131019,1194.0
86917,806.0
119568,658.0
53405,2589.0
89969,2068.0
17411,2039.0
60301,2340.0
17627,2400.0
97980,1065.0
126719,1211.0
46554,2557.0
109342,5646.0
122751,2592.0
39459,2365.0
46415,1759.0
90786,1554.0
45104,2042.0
59243,2247.0
10588,1427.0
96076,447.0
36151,1587.0
37603,635.0
4121,2652.0
74227,1809.0
34393,1344.0
111963,759.0
30349,857.0
126594,2795.0
102916,1675.0
97240,1352.0
109968,2512.0
17836,1546.0
101892,1784.0
3889,2190.0
152001,3331.0
35948,2018.0
59280,4987.0
36747,2586.0
112247,1590.0
65271,1780.0
85962,5602.0
81422,1304.0
90388,1316.0
77870,2255.0
142420,1068.0
32410,1208.0
73463,784.0
120913,1876.0
73905,1233.0
93788,1818.0
31032,1721.0
109311,2449.0
25458,3028.0
8953,1326.0
57640,1953.0
112103,2025.0
148758,3170.0
49432,2507.0
134811,1785.0
151042,4933.0
122175,1308.0
122909,4454.0
18255,1239.0
7883,3361.0
29004,1104.0
54115,1296.0
28099,1918.0
58818,4188.0
16331,2396.0
24397,1754.0
135564,2808.0
31988,1155.0
113043,3309.0
97879,3385.0
53454,1706.0
77259,2264.0
52193,2618.0
5223,975.0
70294,1340.0
68298,2450.0
116630,2784.0
23937,3258.0
55830,1950.0
40904,812.0
130409,953.0
90218,1882.0
64480,1352.0
97755,1646.0
86992,1802.0
8679,3675.0
50207,2553.0
118124,950.0
125131,1682.0
115060,2472.0
118323,2253.0
120755,1235.0
129671,2747.0
125765,2743.0
128817,2978.0
117781,4140.0
125777,1292.0
19552,1229.0
77339,1959.0
6798,1933.0
116908,1092.0
26343,1658.0
9257,2888.0
19987,6962.0
149479,1788.0
155886,3264.0
78318,2718.0
108850,1319.0
119084,999.0
40147,1754.0
135473,1341.0
117461,1909.0
2015,2074.0
17786,2245.0
135252,1437.0
77744,3073.0
67640,2243.0
38916,1498.0
70502,746.0
32058,1402.0
3900,2091.0
31491,1497.0
37132,1153.0
680,1727.0
19353,552.0
125277,1845.0
6534,2325.0
135838,1876.0
74509,2319.0
143040,2000.0
53156,1129.0
137381,1485.0
40522,2580.0
88129,2729.0
89237,2073.0
108319,1811.0
43449,1593.0
34374,2595.0
130565,4460.0
21668,1672.0
80905,3145.0
68461,1481.0
33241,1936.0
117425,2960.0
70507,2217.0
6476,833.0
129950,4255.0
13008,1334.0
82607,1537.0
94338,2327.0
41848,3170.0
67585,1014.0
155837,675.0
6137,2920.0
1968,1142.0
72875,1833.0
85070,1227.0
112032,1608.0
101084,1722.0
118888,1051.0
61746,2876.0
78931,881.0
113866,2269.0
101367,2040.0
20160,2479.0
32622,2358.0
62356,4082.0
81983,2276.0
150667,1074.0
11244,905.0
43972,1244.0
153015,4721.0
144011,1812.0
157009,3500.0
142271,1187.0
144668,2524.0
107874,2649.0
30610,1849.0
44766,1701.0
121148,4735.0
100872,3268.0
117039,1525.0
15593,1573.0
145456,1270.0
18471,1956.0
6871,1927.0
68207,4420.0
142742,3713.0
148217,1702.0
101166,2770.0
20025,1558.0
19254,3565.0
132526,2834.0
22965,1956.0
47222,4990.0
148178,1404.0
135974,2094.0
90938,2537.0
1565,1632.0
85597,2655.0
9391,2564.0
121457,837.0
110620,1928.0
79814,1851.0
35015,1924.0
153566,1295.0
93497,1434.0
43563,1886.0
99031,1998.0
39224,3256.0
74159,1391.0
82855,1585.0
9679,965.0
26303,2985.0
81383,1842.0
82445,2028.0
128798,1868.0
105477,2297.0
130468,3157.0
70728,1944.0
40968,1880.0
94622,1228.0
63850,1846.0
103049,825.0
148241,921.0
91702,1863.0
77141,901.0
35999,1193.0
63017,719.0
46510,1820.0
65902,4119.0
67912,1759.0
124196,1560.0
123367,1710.0
14068,3650.0
135323,2145.0
141407,2131.0
14174,3434.0
28517,2758.0
7409,2451.0
84858,2732.0
146327,1496.0
113685,3680.0
21888,1238.0
28848,1728.0
48261,3361.0
153686,4266.0
138268,1738.0
129593,3834.0
745,3511.0
91417,3564.0
91990,2334.0
105697,2918.0
49846,2820.0
39508,3045.0
113488,1157.0
76077,3935.0
9464,1348.0
153536,1764.0
81104,1243.0
53842,1478.0
131945,624.0
91032,2109.0
75584,832.0
132553,2009.0
128926,3718.0
135891,1038.0
126533,2483.0
112014,1822.0
46993,1246.0
128449,1226.0
125751,2682.0
54615,1984.0
71554,1599.0
72982,2177.0
48203,2194.0
83209,1124.0
15183,1621.0
63719,1548.0
130395,5519.0
99464,7112.0
122504,1145.0
103803,2010.0
8509,3113.0
145900,1150.0
102899,1970.0
121451,1559.0
102749,1757.0
31167,2666.0
79701,1958.0
78403,1550.0
8961,329.0
43475,988.0
118412,1619.0
1215,5316.0
18616,1688.0
154594,1387.0
60251,3284.0
19526,2455.0
28163,1513.0
112912,1221.0
140453,1665.0
115748,1589.0
102036,2516.0
18486,2206.0
98410,2516.0
23673,1411.0
118178,2293.0
36844,1631.0
153330,2070.0
50924,2410.0
117510,2309.0
148015,1254.0
60533,947.0
39016,3538.0
65342,5174.0
108145,1587.0
47481,1142.0
151753,879.0
147937,2833.0
109421,2272.0
152221,1362.0
61153,2131.0
115725,1856.0
119337,4084.0
20728,1776.0
107933,1984.0
37622,1532.0
128083,5311.0
149186,1489.0
29922,940.0
76284,1773.0
153756,1240.0
50932,2379.0
59464,3726.0
134469,4090.0
90258,4524.0
117799,1750.0
114686,2668.0
61631,2951.0
85422,910.0
94728,2019.0
47874,2068.0
56795,3772.0
84593,991.0
28593,1462.0
108597,1930.0
39366,1268.0
103563,1657.0
148908,2015.0
109247,1661.0
119972,552.0
150782,1536.0
125290,3008.0
115046,2071.0
17389,2043.0
132687,2191.0
17064,3084.0
94532,772.0
26783,2006.0
145262,1584.0
137986,3459.0
10249,1807.0
63746,2488.0
129214,1748.0
35720,1898.0
103995,1076.0
118480,967.0
155896,2174.0
25508,880.0
125203,3039.0
82529,3262.0
106980,603.0
73494,1661.0
96053,1805.0
47561,1202.0
87394,388.0
19364,2994.0
134795,2005.0
30924,1799.0
149770,4127.0
37210,2847.0
3328,2101.0
52496,2601.0
93901,1669.0
14263,2503.0
129192,2171.0
69989,3802.0
38912,2942.0
48551,1241.0
78250,2184.0
105254,2384.0
49260,1356.0
65105,3341.0
1474,1530.0
136937,2759.0
44220,1637.0
32687,4675.0
146374,1579.0
98935,1746.0
66446,3017.0
153938,2430.0
8339,1417.0
139400,2187.0
123933,1237.0
118840,2118.0
24726,632.0
15292,1588.0
133368,2344.0
134206,1069.0
147702,1971.0
80229,1556.0
81722,1324.0
132000,2155.0
135609,1284.0
102469,1338.0
41203,2209.0
37996,2900.0
97050,2403.0
39788,1366.0
126307,481.0
113454,1664.0
18242,2385.0
117071,2153.0
76654,2052.0
100540,1831.0
73493,678.0
79095,847.0
81670,2024.0
100894,1794.0
116603,2327.0
147842,1230.0
73391,1186.0
137402,1003.0
114603,574.0
18793,2285.0
80071,1909.0
63558,2708.0
14553,1041.0
128893,898.0
106041,855.0
64365,961.0
84283,2397.0
41763,2155.0
59414,1094.0
138785,1508.0
89888,4125.0
93052,3307.0
49523,4312.0
55632,3050.0
142079,509.0
57346,1257.0
7060,897.0
96014,2867.0
72642,506.0
22332,1940.0
126927,2599.0
11720,1747.0
147671,2307.0
137015,1459.0
33921,1900.0
138943,1714.0
3426,2096.0
141793,3041.0
39266,307.0
75631,1587.0
10948,3393.0
107171,2154.0
49015,1623.0
11309,1614.0
26212,2241.0
21991,1170.0
72928,1689.0
76044,1205.0
135961,810.0
19666,1936.0
131496,1804.0
136789,4654.0
70875,1304.0
81905,2355.0
149419,807.0
36480,1108.0
41509,3831.0
57318,990.0
10645,1060.0
26735,1622.0
59096,1903.0
137473,896.0
102748,1743.0
84945,1843.0
77607,1980.0
65564,963.0
4406,700.0
12736,2269.0
57756,1412.0
51040,1568.0
5711,1095.0
62273,2039.0
58500,1508.0
115161,1522.0
19244,2549.0
72689,2950.0
48600,2997.0
47355,3782.0
102626,1480.0
46336,1937.0
108106,1499.0
6530,1867.0
133592,2736.0
118618,1248.0
14678,611.0
84373,1931.0
98267,1416.0
73619,2190.0
137506,1602.0
114550,4357.0
94900,2859.0
51461,2070.0
22478,2128.0
152226,2656.0
145577,3634.0
90493,2880.0
47125,1241.0
54666,2535.0
19279,4253.0
109060,1623.0
101969,2371.0
70459,1773.0
6235,1996.0
96986,1311.0
15405,1262.0
92530,711.0
58002,2108.0
120175,2102.0
154778,354.0
134272,2527.0
71456,5845.0
35558,988.0
138727,458.0
675,1810.0
79341,5061.0
55489,1114.0
156346,1398.0
18465,3475.0
149229,3194.0
46952,2158.0
121467,910.0
150025,595.0
42089,2269.0
26408,1480.0
143819,2782.0
128305,1586.0
22321,5366.0
47436,1514.0
907,1539.0
145961,1108.0
37924,1631.0
66592,1103.0
91089,2185.0
22841,2808.0
122527,1739.0
1084,3945.0
147344,1314.0
5659,1736.0
22249,1587.0
422,2948.0
112901,855.0
132837,2302.0
2971,985.0
10688,2466.0
4751,6470.0
135154,395.0
153530,1533.0
26045,1543.0
55181,2707.0
75991,2404.0
15086,1504.0
145304,3143.0
132042,1073.0
20044,1411.0
1985,2856.0
83128,2527.0
103650,2468.0
72911,3196.0
3352,3706.0
143381,2126.0
135717,1294.0
57933,1165.0
155794,558.0
53814,1700.0
75679,2095.0
145302,2287.0
81062,1190.0
116801,2276.0
118108,2421.0
114580,2259.0
63274,2508.0
37883,1259.0
26136,1914.0
18096,2397.0
18601,799.0
123164,2302.0
50556,2447.0
101047,3730.0
52111,844.0
55028,3727.0
79165,1354.0
89867,1660.0
115954,1853.0
28339,2510.0
87064,2489.0
37019,1867.0
52051,2850.0
34906,2816.0
103044,1805.0
3906,1298.0
18043,2111.0
119378,4830.0
146481,2028.0
15996,1112.0
103366,1765.0
70503,3429.0
12086,2299.0
106771,1810.0
96335,1299.0
135696,766.0
127258,1447.0
126683,1826.0
58223,1682.0
18083,2142.0
59112,2322.0
61947,1748.0
63508,741.0
67485,2916.0
131187,1632.0
70475,2048.0
127536,617.0
28253,2915.0
89915,2206.0
34844,4935.0
65874,667.0
138786,3118.0
143210,1727.0
21085,2189.0
105762,930.0
152076,1736.0
100080,1067.0
73172,866.0
14928,3107.0
60614,2134.0
121823,3071.0
76982,3283.0
1023,2174.0
77698,2815.0
137397,2068.0
50857,2263.0
127489,2080.0
61124,2272.0
16913,2943.0
83452,911.0
101033,761.0
59903,2718.0
129245,1792.0
54435,2047.0
28085,2318.0
145644,3299.0
109297,1765.0
70671,2675.0
92966,1658.0
72256,2291.0
39591,600.0
75777,776.0
16614,2650.0
34577,2089.0
107391,629.0
8082,1320.0
23163,956.0
36378,1919.0
93972,3201.0
97993,2894.0
88717,1197.0
111090,988.0
115124,1282.0
50238,1887.0
74831,831.0
122533,2646.0
126887,812.0
77659,2361.0
58107,3026.0
17498,1192.0
100478,2238.0
137374,2647.0
46876,1533.0
75076,1103.0
100347,2163.0
17506,795.0
92650,1258.0
147480,2248.0
130784,4745.0
77557,1712.0
51591,1070.0
113708,1932.0
2476,1033.0
34506,2358.0
124560,664.0
131984,1011.0
53554,1261.0
11009,1316.0
106617,2510.0
20407,1140.0
82865,1535.0
33348,776.0
37738,2976.0
112363,1477.0
151298,2852.0
133201,1323.0
156639,3090.0
58263,2176.0
121252,816.0
141540,863.0
53791,2009.0
86593,2209.0
23191,959.0
142265,851.0
48818,1593.0
96551,1538.0
9084,1276.0
86717,3524.0
84996,1821.0
39189,989.0
141863,1370.0
103641,1468.0
130862,1280.0
63470,2049.0
15056,2246.0
56728,2798.0
73020,828.0
119934,2424.0
56017,2661.0
146439,1064.0
112159,2016.0
25412,2675.0
118649,1813.0
15982,1120.0
147379,4651.0
49145,1270.0
22697,1523.0
48292,1180.0
111723,1551.0
150408,916.0
40796,2159.0
126442,3113.0
48862,2301.0
81055,1932.0
155681,1003.0
71026,2137.0
141706,3265.0
15078,6051.0
143105,403.0
61299,1288.0
9068,720.0
96448,2519.0
65898,1062.0
110628,940.0
18699,893.0
69298,1614.0
55239,3432.0
73083,1989.0
110365,4694.0
53957,2804.0
76720,734.0
134105,1102.0
21361,271.0
93067,2006.0
92497,2803.0
10488,2151.0
101034,1277.0
91894,2507.0
11854,3808.0
13019,1156.0
60859,3403.0
47888,906.0
77799,4033.0
135218,1204.0
105166,3855.0
60166,1364.0
138184,1536.0
891,1978.0
103938,2171.0
4341,1914.0
52250,742.0
154157,1928.0
14014,591.0
91298,1156.0
155284,1220.0
61144,730.0
101321,1700.0
104013,842.0
63941,804.0
138994,2556.0
47859,4442.0
49246,1675.0
67230,4852.0
16802,1974.0
114635,2048.0
119682,2279.0
62339,1466.0
5208,2114.0
134357,2574.0
119543,1769.0
3930,1727.0
99432,2388.0
119768,2087.0
48503,2764.0
25884,1329.0
18015,887.0
108900,3845.0
149060,1520.0
152564,1664.0
29493,1371.0
39596,312.0
136711,1398.0
75361,1686.0
49661,1655.0
136917,3457.0
33137,2877.0
57289,2208.0
26044,1977.0
115765,1493.0
48816,2096.0
152079,1978.0
116090,1220.0
83772,2257.0
1756,1393.0
52072,1768.0
53540,2092.0
18364,1909.0
110491,877.0
131899,1652.0
12383,504.0
57692,2252.0
51557,1561.0
151356,2233.0
154515,1258.0
130753,1736.0
151429,2775.0
153552,2716.0
8439,2082.0
13420,913.0
48114,98.0
55590,2235.0
7808,757.0
15398,1078.0
49933,2434.0
28477,1336.0
155042,975.0
79055,2238.0
48465,1569.0
102608,1675.0
68026,1580.0
122953,3245.0
